-DOCSTART- -X- O
L -X- _ O
) -X- _ O
Honduras -X- _ O
( -X- _ O
HNL -X- _ O
L -X- _ O
) -X- _ O
Hong -X- _ O
Kong -X- _ O
SAR -X- _ O
( -X- _ O
HKD -X- _ O
$ -X- _ O
) -X- _ O
Hong -X- _ O
Kong -X- _ O
SAR -X- _ O
( -X- _ O
HKD -X- _ O
$ -X- _ O
) -X- _ O
Hungary -X- _ O
( -X- _ O
HUF -X- _ O
Ft -X- _ O
) -X- _ O
Hungary -X- _ O
( -X- _ O
HUF -X- _ O
Ft -X- _ O
) -X- _ O
Iceland -X- _ O
( -X- _ O
ISK -X- _ O
kr -X- _ O
) -X- _ O
Iceland -X- _ O
( -X- _ O
ISK -X- _ O
kr -X- _ O
) -X- _ O
India -X- _ O
( -X- _ O
INR -X- _ O
₹ -X- _ O
) -X- _ O
India -X- _ O
( -X- _ O
INR -X- _ O
₹ -X- _ O
) -X- _ O
Indonesia -X- _ O
( -X- _ O
IDR -X- _ O
Rp -X- _ O
) -X- _ O
Indonesia -X- _ O
( -X- _ O
IDR -X- _ O
Rp -X- _ O
) -X- _ O
Iraq -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Iraq -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Ireland -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Ireland -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Isle -X- _ O
of -X- _ O
Man -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Isle -X- _ O
of -X- _ O
Man -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Israel -X- _ O
( -X- _ O
ILS -X- _ O
₪ -X- _ O
) -X- _ O
Israel -X- _ O
( -X- _ O
ILS -X- _ O
₪ -X- _ O
) -X- _ O
Italy -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Italy -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Jamaica -X- _ O
( -X- _ O
JMD -X- _ O
$ -X- _ O
) -X- _ O
Jamaica -X- _ O
( -X- _ O
JMD -X- _ O
$ -X- _ O
) -X- _ O
Japan -X- _ O
( -X- _ O
JPY -X- _ O
¥ -X- _ O
) -X- _ O
Japan -X- _ O
( -X- _ O
JPY -X- _ O
¥ -X- _ O
) -X- _ O
Jersey -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Jersey -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Jordan -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Jordan -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Kazakhstan -X- _ O
( -X- _ O
KZT -X- _ O
₸ -X- _ O
) -X- _ O
Kazakhstan -X- _ O
( -X- _ O
KZT -X- _ O
₸ -X- _ O
) -X- _ O
Kenya -X- _ O
( -X- _ O
KES -X- _ O
KSh -X- _ O
) -X- _ O
Kenya -X- _ O
( -X- _ O
KES -X- _ O
KSh -X- _ O
) -X- _ O
Kiribati -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Kiribati -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Kosovo -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Kosovo -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Kuwait -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Kuwait -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Kyrgyzstan -X- _ O
( -X- _ O
KGS -X- _ O
som -X- _ O
) -X- _ O
Kyrgyzstan -X- _ O
( -X- _ O
KGS -X- _ O
som -X- _ O
) -X- _ O
Laos -X- _ O
( -X- _ O
LAK -X- _ O
₭ -X- _ O
) -X- _ O
Laos -X- _ O
( -X- _ O
LAK -X- _ O
₭ -X- _ O
) -X- _ O
Latvia -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Latvia -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Lebanon -X- _ O
( -X- _ O
LBP -X- _ O
ل.ل -X- _ O
) -X- _ O
Lebanon -X- _ O
( -X- _ O
LBP -X- _ O
ل.ل -X- _ O
) -X- _ O
Lesotho -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Lesotho -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Liberia -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Liberia -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Libya -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Libya -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Liechtenstein -X- _ O
( -X- _ O
CHF -X- _ O
CHF -X- _ O
) -X- _ O
Liechtenstein -X- _ O
( -X- _ O
CHF -X- _ O
CHF -X- _ O
) -X- _ O
Lithuania -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Lithuania -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Luxembourg -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Luxembourg -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Macao -X- _ O
SAR -X- _ O
( -X- _ O
MOP -X- _ O
P -X- _ O
) -X- _ O
Macao -X- _ O
SAR -X- _ O
( -X- _ O
MOP -X- _ O
P -X- _ O
) -X- _ O
Madagascar -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Madagascar -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Malawi -X- _ O
( -X- _ O
MWK -X- _ O
MK -X- _ O
) -X- _ O
Malawi -X- _ O
( -X- _ O
MWK -X- _ O
MK -X- _ O
) -X- _ O
Malaysia -X- _ O
( -X- _ O
MYR -X- _ O
RM -X- _ O
) -X- _ O
Malaysia -X- _ O
( -X- _ O
MYR -X- _ O
RM -X- _ O
) -X- _ O
Maldives -X- _ O
( -X- _ O
MVR -X- _ O
MVR -X- _ O
) -X- _ O
Maldives -X- _ O
( -X- _ O
MVR -X- _ O
MVR -X- _ O
) -X- _ O
Mali -X- _ O
( -X- _ O
XOF -X- _ O
Fr -X- _ O
) -X- _ O
Mali -X- _ O
( -X- _ O
XOF -X- _ O
Fr -X- _ O
) -X- _ O
Malta -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Malta -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Martinique -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Martinique -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Mauritania -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Mauritania -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Mauritius -X- _ O
( -X- _ O
MUR -X- _ O
₨ -X- _ O
) -X- _ O
Mauritius -X- _ O
( -X- _ O
MUR -X- _ O
₨ -X- _ O
) -X- _ O
Mayotte -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Mayotte -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Mexico -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Mexico -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Moldova -X- _ O
( -X- _ O
MDL -X- _ O
L -X- _ O
) -X- _ O
Moldova -X- _ O
( -X- _ O
MDL -X- _ O
L -X- _ O
) -X- _ O
Monaco -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Monaco -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Mongolia -X- _ O
( -X- _ O
MNT -X- _ O
₮ -X- _ O
) -X- _ O
Mongolia -X- _ O
( -X- _ O
MNT -X- _ O
₮ -X- _ O
) -X- _ O
Montenegro -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Montenegro -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Montserrat -X- _ O
( -X- _ O
XCD -X- _ O
$ -X- _ O
) -X- _ O
Montserrat -X- _ O
( -X- _ O
XCD -X- _ O
$ -X- _ O
) -X- _ O
Morocco -X- _ O
( -X- _ O
MAD -X- _ O
د.م. -X- _ O
) -X- _ O
Morocco -X- _ O
( -X- _ O
MAD -X- _ O
د.م. -X- _ O
) -X- _ O
Mozambique -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Mozambique -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Myanmar -X- _ O
( -X- _ O
Burma -X- _ O
) -X- _ O
( -X- _ O
MMK -X- _ O
K -X- _ O
) -X- _ O
Myanmar -X- _ O
( -X- _ O
Burma -X- _ O
) -X- _ O
( -X- _ O
MMK -X- _ O
K -X- _ O
) -X- _ O
Namibia -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Namibia -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Nauru -X- _ O
( -X- _ O
AUD -X- _ O
$ -X- _ O
) -X- _ O
Nauru -X- _ O
( -X- _ O
AUD -X- _ O
$ -X- _ O
) -X- _ O
Nepal -X- _ O
( -X- _ O
NPR -X- _ O
Rs. -X- _ O
) -X- _ O
Nepal -X- _ O
( -X- _ O
NPR -X- _ O
Rs. -X- _ O
) -X- _ O
Netherlands -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Netherlands -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
New -X- _ O
Caledonia -X- _ O
( -X- _ O
XPF -X- _ O
Fr -X- _ O
) -X- _ O
New -X- _ O
Caledonia -X- _ O
( -X- _ O
XPF -X- _ O
Fr -X- _ O
) -X- _ O
New -X- _ O
Zealand -X- _ O
( -X- _ O
NZD -X- _ O
$ -X- _ O
) -X- _ O
New -X- _ O
Zealand -X- _ O
( -X- _ O
NZD -X- _ O
$ -X- _ O
) -X- _ O
Nicaragua -X- _ O
( -X- _ O
NIO -X- _ O
C -X- _ O
$ -X- _ O
) -X- _ O
Nicaragua -X- _ O
( -X- _ O
NIO -X- _ O
C -X- _ O
$ -X- _ O
) -X- _ O
Niger -X- _ O
( -X- _ O
XOF -X- _ O
Fr -X- _ O
) -X- _ O
Niger -X- _ O
( -X- _ O
XOF -X- _ O
Fr -X- _ O
) -X- _ O
Nigeria -X- _ O
( -X- _ O
NGN -X- _ O
₦ -X- _ O
) -X- _ O
Nigeria -X- _ O
( -X- _ O
NGN -X- _ O
₦ -X- _ O
) -X- _ O
Niue -X- _ O
( -X- _ O
NZD -X- _ O
$ -X- _ O
) -X- _ O
Niue -X- _ O
( -X- _ O
NZD -X- _ O
$ -X- _ O
) -X- _ O
Norfolk -X- _ O
Island -X- _ O
( -X- _ O
AUD -X- _ O
$ -X- _ O
) -X- _ O
Norfolk -X- _ O
Island -X- _ O
( -X- _ O
AUD -X- _ O
$ -X- _ O
) -X- _ O
North -X- _ O
Macedonia -X- _ O
( -X- _ O
MKD -X- _ O
ден -X- _ O
) -X- _ O
North -X- _ O
Macedonia -X- _ O
( -X- _ O
MKD -X- _ O
ден -X- _ O
) -X- _ O
Norway -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Norway -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Oman -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Oman -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Pakistan -X- _ O
( -X- _ O
PKR -X- _ O
₨ -X- _ O
) -X- _ O
Pakistan -X- _ O
( -X- _ O
PKR -X- _ O
₨ -X- _ O
) -X- _ O
Palestinian -X- _ O
Territories -X- _ O
( -X- _ O
ILS -X- _ O
₪ -X- _ O
) -X- _ O
Palestinian -X- _ O
Territories -X- _ O
( -X- _ O
ILS -X- _ O
₪ -X- _ O
) -X- _ O
Panama -X- _ O
( -X- _ O
USD -X- _ O
$ -X- _ O
) -X- _ O
Panama -X- _ O
( -X- _ O
USD -X- _ O
$ -X- _ O
) -X- _ O
Papua -X- _ O
New -X- _ O
Guinea -X- _ O
( -X- _ O
PGK -X- _ O
K -X- _ O
) -X- _ O
Papua -X- _ O
New -X- _ O
Guinea -X- _ O
( -X- _ O
PGK -X- _ O
K -X- _ O
) -X- _ O
Paraguay -X- _ O
( -X- _ O
PYG -X- _ O
₲ -X- _ O
) -X- _ O
Paraguay -X- _ O
( -X- _ O
PYG -X- _ O
₲ -X- _ O
) -X- _ O
Peru -X- _ O
( -X- _ O
PEN -X- _ O
S -X- _ O
/ -X- _ O
) -X- _ O
Peru -X- _ O
( -X- _ O
PEN -X- _ O
S -X- _ O
/ -X- _ O
) -X- _ O
Philippines -X- _ O
( -X- _ O
PHP -X- _ O
₱ -X- _ O
) -X- _ O
Philippines -X- _ O
( -X- _ O
PHP -X- _ O
₱ -X- _ O
) -X- _ O
Pitcairn -X- _ O
Islands -X- _ O
( -X- _ O
NZD -X- _ O
$ -X- _ O
) -X- _ O
Pitcairn -X- _ O
Islands -X- _ O
( -X- _ O
NZD -X- _ O
$ -X- _ O
) -X- _ O
Poland -X- _ O
( -X- _ O
PLN -X- _ O
zł -X- _ O
) -X- _ O
Poland -X- _ O
( -X- _ O
PLN -X- _ O
zł -X- _ O
) -X- _ O
Portugal -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Portugal -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Qatar -X- _ O
( -X- _ O
QAR -X- _ O
ر.ق -X- _ O
) -X- _ O
Qatar -X- _ O
( -X- _ O
QAR -X- _ O
ر.ق -X- _ O
) -X- _ O
Réunion -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Réunion -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Romania -X- _ O
( -X- _ O
RON -X- _ O
Lei -X- _ O
) -X- _ O
Romania -X- _ O
( -X- _ O
RON -X- _ O
Lei -X- _ O
) -X- _ O
Russia -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Russia -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Rwanda -X- _ O
( -X- _ O
RWF -X- _ O
FRw -X- _ O
) -X- _ O
Rwanda -X- _ O
( -X- _ O
RWF -X- _ O
FRw -X- _ O
) -X- _ O
Samoa -X- _ O
( -X- _ O
WST -X- _ O
T -X- _ O
) -X- _ O
Samoa -X- _ O
( -X- _ O
WST -X- _ O
T -X- _ O
) -X- _ O
San -X- _ O
Marino -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
San -X- _ O
Marino -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
São -X- _ O
Tomé -X- _ O
& -X- _ O
Príncipe -X- _ O
( -X- _ O
STD -X- _ O
Db -X- _ O
) -X- _ O
São -X- _ O
Tomé -X- _ O
& -X- _ O
Príncipe -X- _ O
( -X- _ O
STD -X- _ O
Db -X- _ O
) -X- _ O
Saudi -X- _ O
Arabia -X- _ O
( -X- _ O
SAR -X- _ O
ر.س -X- _ O
) -X- _ O
Saudi -X- _ O
Arabia -X- _ O
( -X- _ O
SAR -X- _ O
ر.س -X- _ O
) -X- _ O
Senegal -X- _ O
( -X- _ O
XOF -X- _ O
Fr -X- _ O
) -X- _ O
Senegal -X- _ O
( -X- _ O
XOF -X- _ O
Fr -X- _ O
) -X- _ O
Serbia -X- _ O
( -X- _ O
RSD -X- _ O
РСД -X- _ O
) -X- _ O
Serbia -X- _ O
( -X- _ O
RSD -X- _ O
РСД -X- _ O
) -X- _ O
Seychelles -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Seychelles -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Sierra -X- _ O
Leone -X- _ O
( -X- _ O
SLL -X- _ O
Le -X- _ O
) -X- _ O
Sierra -X- _ O
Leone -X- _ O
( -X- _ O
SLL -X- _ O
Le -X- _ O
) -X- _ O
Singapore -X- _ O
( -X- _ O
SGD -X- _ O
$ -X- _ O
) -X- _ O
Singapore -X- _ O
( -X- _ O
SGD -X- _ O
$ -X- _ O
) -X- _ O
Sint -X- _ O
Maarten -X- _ O
( -X- _ O
ANG -X- _ O
ƒ -X- _ O
) -X- _ O
Sint -X- _ O
Maarten -X- _ O
( -X- _ O
ANG -X- _ O
ƒ -X- _ O
) -X- _ O
Slovakia -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Slovakia -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Slovenia -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Slovenia -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Solomon -X- _ O
Islands -X- _ O
( -X- _ O
SBD -X- _ O
$ -X- _ O
) -X- _ O
Solomon -X- _ O
Islands -X- _ O
( -X- _ O
SBD -X- _ O
$ -X- _ O
) -X- _ O
Somalia -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Somalia -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
South -X- _ O
Africa -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
South -X- _ O
Africa -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
South -X- _ O
Georgia -X- _ O
& -X- _ O
South -X- _ O
Sandwich -X- _ O
Islands -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
South -X- _ O
Georgia -X- _ O
& -X- _ O
South -X- _ O
Sandwich -X- _ O
Islands -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
South -X- _ O
Korea -X- _ O
( -X- _ O
KRW -X- _ O
₩ -X- _ O
) -X- _ O
South -X- _ O
Korea -X- _ O
( -X- _ O
KRW -X- _ O
₩ -X- _ O
) -X- _ O
South -X- _ O
Sudan -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
South -X- _ O
Sudan -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Spain -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Spain -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Sri -X- _ O
Lanka -X- _ O
( -X- _ O
LKR -X- _ O
₨ -X- _ O
) -X- _ O
Sri -X- _ O
Lanka -X- _ O
( -X- _ O
LKR -X- _ O
₨ -X- _ O
) -X- _ O
St. -X- _ O
Barthélemy -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
St. -X- _ O
Barthélemy -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
St. -X- _ O
Helena -X- _ O
( -X- _ O
SHP -X- _ O
£ -X- _ O
) -X- _ O
St. -X- _ O
Helena -X- _ O
( -X- _ O
SHP -X- _ O
£ -X- _ O
) -X- _ O
St. -X- _ O
Kitts -X- _ O
& -X- _ O
Nevis -X- _ O
( -X- _ O
XCD -X- _ O
$ -X- _ O
) -X- _ O
St. -X- _ O
Kitts -X- _ O
& -X- _ O
Nevis -X- _ O
( -X- _ O
XCD -X- _ O
$ -X- _ O
) -X- _ O
St. -X- _ O
Lucia -X- _ O
( -X- _ O
XCD -X- _ O
$ -X- _ O
) -X- _ O
St. -X- _ O
Lucia -X- _ O
( -X- _ O
XCD -X- _ O
$ -X- _ O
) -X- _ O
St. -X- _ O
Martin -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
St. -X- _ O
Martin -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
St. -X- _ O
Pierre -X- _ O
& -X- _ O
Miquelon -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
St. -X- _ O
Pierre -X- _ O
& -X- _ O
Miquelon -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
St. -X- _ O
Vincent -X- _ O
& -X- _ O
Grenadines -X- _ O
( -X- _ O
XCD -X- _ O
$ -X- _ O
) -X- _ O
St. -X- _ O
Vincent -X- _ O
& -X- _ O
Grenadines -X- _ O
( -X- _ O
XCD -X- _ O
$ -X- _ O
) -X- _ O
Sudan -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Sudan -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Suriname -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Suriname -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Svalbard -X- _ O
& -X- _ O
Jan -X- _ O
Mayen -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Svalbard -X- _ O
& -X- _ O
Jan -X- _ O
Mayen -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Sweden -X- _ O
( -X- _ O
SEK -X- _ O
kr -X- _ O
) -X- _ O
Sweden -X- _ O
( -X- _ O
SEK -X- _ O
kr -X- _ O
) -X- _ O
Switzerland -X- _ O
( -X- _ O
CHF -X- _ O
CHF -X- _ O
) -X- _ O
Switzerland -X- _ O
( -X- _ O
CHF -X- _ O
CHF -X- _ O
) -X- _ O
Taiwan -X- _ O
( -X- _ O
TWD -X- _ O
$ -X- _ O
) -X- _ O
Taiwan -X- _ O
( -X- _ O
TWD -X- _ O
$ -X- _ O
) -X- _ O
Tajikistan -X- _ O
( -X- _ O
TJS -X- _ O
ЅМ -X- _ O
) -X- _ O
Tajikistan -X- _ O
( -X- _ O
TJS -X- _ O
ЅМ -X- _ O
) -X- _ O
Tanzania -X- _ O
( -X- _ O
TZS -X- _ O
Sh -X- _ O
) -X- _ O
Tanzania -X- _ O
( -X- _ O
TZS -X- _ O
Sh -X- _ O
) -X- _ O
Thailand -X- _ O
( -X- _ O
THB -X- _ O
฿ -X- _ O
) -X- _ O
Thailand -X- _ O
( -X- _ O
THB -X- _ O
฿ -X- _ O
) -X- _ O
Timor-Leste -X- _ O
( -X- _ O
USD -X- _ O
$ -X- _ O
) -X- _ O
Timor-Leste -X- _ O
( -X- _ O
USD -X- _ O
$ -X- _ O
) -X- _ O
Togo -X- _ O
( -X- _ O
XOF -X- _ O
Fr -X- _ O
) -X- _ O
Togo -X- _ O
( -X- _ O
XOF -X- _ O
Fr -X- _ O
) -X- _ O
Tokelau -X- _ O
( -X- _ O
NZD -X- _ O
$ -X- _ O
) -X- _ O
Tokelau -X- _ O
( -X- _ O
NZD -X- _ O
$ -X- _ O
) -X- _ O
Tonga -X- _ O
( -X- _ O
TOP -X- _ O
T -X- _ O
$ -X- _ O
) -X- _ O
Tonga -X- _ O
( -X- _ O
TOP -X- _ O
T -X- _ O
$ -X- _ O
) -X- _ O
Trinidad -X- _ O
& -X- _ O
Tobago -X- _ O
( -X- _ O
TTD -X- _ O
$ -X- _ O
) -X- _ O
Trinidad -X- _ O
& -X- _ O
Tobago -X- _ O
( -X- _ O
TTD -X- _ O
$ -X- _ O
) -X- _ O
Tristan -X- _ O
da -X- _ O
Cunha -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Tristan -X- _ O
da -X- _ O
Cunha -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Tunisia -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Tunisia -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Türkiye -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Türkiye -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Turkmenistan -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Turkmenistan -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
Turks -X- _ O
& -X- _ O
Caicos -X- _ O
Islands -X- _ O
( -X- _ O
USD -X- _ O
$ -X- _ O
) -X- _ O
Turks -X- _ O
& -X- _ O
Caicos -X- _ O
Islands -X- _ O
( -X- _ O
USD -X- _ O
$ -X- _ O
) -X- _ O
Tuvalu -X- _ O
( -X- _ O
AUD -X- _ O
$ -X- _ O
) -X- _ O
Tuvalu -X- _ O
( -X- _ O
AUD -X- _ O
$ -X- _ O
) -X- _ O
U.S. -X- _ O
Outlying -X- _ O
Islands -X- _ O
( -X- _ O
USD -X- _ O
$ -X- _ O
) -X- _ O
U.S. -X- _ O
Outlying -X- _ O
Islands -X- _ O
( -X- _ O
USD -X- _ O
$ -X- _ O
) -X- _ O
Uganda -X- _ O
( -X- _ O
UGX -X- _ O
USh -X- _ O
) -X- _ O
Uganda -X- _ O
( -X- _ O
UGX -X- _ O
USh -X- _ O
) -X- _ O
Ukraine -X- _ O
( -X- _ O
UAH -X- _ O
₴ -X- _ O
) -X- _ O
Ukraine -X- _ O
( -X- _ O
UAH -X- _ O
₴ -X- _ O
) -X- _ O
United -X- _ O
Arab -X- _ O
Emirates -X- _ O
( -X- _ O
AED -X- _ O
د.إ -X- _ O
) -X- _ O
United -X- _ O
Arab -X- _ O
Emirates -X- _ O
( -X- _ O
AED -X- _ O
د.إ -X- _ O
) -X- _ O
United -X- _ O
Kingdom -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
United -X- _ O
Kingdom -X- _ O
( -X- _ O
GBP -X- _ O
£ -X- _ O
) -X- _ O
United -X- _ O
States -X- _ O
( -X- _ O
USD -X- _ O
$ -X- _ O
) -X- _ O
United -X- _ O
States -X- _ O
( -X- _ O
USD -X- _ O
$ -X- _ O
) -X- _ O
Uruguay -X- _ O
( -X- _ O
UYU -X- _ O
$ -X- _ O
U -X- _ O
) -X- _ O
Uruguay -X- _ O
( -X- _ O
UYU -X- _ O
$ -X- _ O
U -X- _ O
) -X- _ O
Uzbekistan -X- _ O
( -X- _ O
UZS -X- _ O
so -X- _ O
'm -X- _ O
) -X- _ O
Uzbekistan -X- _ O
( -X- _ O
UZS -X- _ O
so -X- _ O
'm -X- _ O
) -X- _ O
Vanuatu -X- _ O
( -X- _ O
VUV -X- _ O
Vt -X- _ O
) -X- _ O
Vanuatu -X- _ O
( -X- _ O
VUV -X- _ O
Vt -X- _ O
) -X- _ O
Vatican -X- _ O
City -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Vatican -X- _ O
City -X- _ O
( -X- _ O
EUR -X- _ O
€ -X- _ O
) -X- _ O
Venezuela -X- _ O
( -X- _ O
USD -X- _ O
$ -X- _ O
) -X- _ O
Venezuela -X- _ O
( -X- _ O
USD -X- _ O
$ -X- _ O
) -X- _ O
Vietnam -X- _ O
( -X- _ O
